buzzer	50	39.68
camcorder	9	24.22222222222222
camera	5	18.0
candle	8	31.5
cannon	6	30.166666666666668
cannonball	11	19.90909090909091
car	6	17.333333333333332
cartridge	10	35.6
cassette	14	25.785714285714285
chainsaw	6	33.166666666666664
compass	6	26.833333333333332
computer	6	23.5
defibrillator	6	59.0
detonator	10	32.8
dishwasher	6	23.166666666666668
doorbell	9	39.888888888888886
dryer	6	36.166666666666664
dumbwaiter	19	24.57894736842105
earphone	5	30.4
earpiece	5	16.4
eggbeater	6	36.166666666666664
elevator	7	33.285714285714285
engine	12	18.916666666666668
ferry	13	23.46153846153846
ferryboat	6	28.833333333333332
film	9	35.666666666666664
flamethrower	48	33.4375
flashbulb	23	31.82608695652174
flashlight	6	23.5
floodlight	13	45.84615384615385
fuse	7	37.285714285714285
gearshift	6	42.0
gramophone	5	35.8
grenade	6	43.166666666666664
handgun	50	23.08
headlight	6	42.0
headphone	5	38.4
hearse	6	29.333333333333332
heater	14	27.642857142857142
helicopter	11	35.72727272727273
hotplate	21	24.952380952380953
houseboat	6	32.666666666666664
hovercraft	8	33.125
hydrant	5	45.6
incubator	10	34.8
inhaler	6	27.166666666666668
intercom	9	25.77777777777778
jackhammer	6	30.5
jeep	50	47.66
jet	6	53.5
joystick	5	37.0
jukebox	6	24.666666666666668
keyboard	8	38.25
keypad	15	35.2
lamp	6	20.333333333333332
lamppost	6	34.5
landline	6	47.833333333333336
laptop	5	20.4
laser	7	48.57142857142857
lightbulb	6	43.5
limousine	16	29.625
locomotive	6	25.833333333333332
loudspeaker	9	39.888888888888886
matchstick	13	36.76923076923077
megaphone	6	45.666666666666664
microchip	6	46.333333333333336
microcomputer	6	45.833333333333336
minibus	13	33.46153846153846
minivan	12	32.166666666666664
missile	9	44.22222222222222
motor	6	29.0
motorbike	11	23.181818181818183
motorboat	31	37.193548387096776
motorbus	9	47.333333333333336
motorcar	50	34.42
motorcycle	6	59.333333333333336
mower	6	31.666666666666668
musket	14	30.714285714285715
odometer	6	20.833333333333332
oscilloscope	6	52.166666666666664
oven	9	46.0
pager	9	44.77777777777778
pedometer	6	27.333333333333332
penlight	50	28.16
phone	5	25.6
phonograph	11	54.09090909090909
photo	7	30.428571428571427
photocopier	5	34.6
photocopy	47	27.0
pistol	7	22.714285714285715
plane	8	25.25
projector	5	25.0
propeller	7	47.857142857142854
radar	6	26.333333333333332
radio	6	41.333333333333336
railcar	50	24.2
refrigerator	6	35.0
respirator	18	25.833333333333332
revolver	6	39.333333333333336
rifle	6	37.666666666666664
robot	5	47.6
rocket	8	38.75
satellite	6	24.0
seaplane	50	12.54
searchlight	6	49.666666666666664
sedan	50	32.9
seismograph	6	50.5
sharpener	5	17.0
ship	7	38.285714285714285
shotgun	10	36.1
shredder	6	24.833333333333332
shuttle	21	46.23809523809524
snowmobile	6	49.833333333333336
snowplow	6	30.666666666666668
spacecraft	7	22.0
speedboat	15	34.266666666666666
speedometer	6	27.666666666666668
sprinkler	5	42.6
steamboat	50	50.58
steamship	50	29.56
stereo	8	19.125
stopwatch	41	20.585365853658537
streetcar	14	28.928571428571427
streetlight	5	43.0
submarine	5	45.6
supertanker	18	39.333333333333336
taillight	8	35.75
tank	6	29.166666666666668
tanker	7	26.0
taxi	7	34.0
telegraph	6	40.833333333333336
telephone	50	23.96
television	7	22.571428571428573
thermometer	6	27.166666666666668
thermostat	6	35.833333333333336
timer	12	23.916666666666668
tractor	6	18.833333333333332
train	5	31.0
transponder	7	47.857142857142854
treadmill	6	32.833333333333336
trolley	6	35.833333333333336
truck	7	23.571428571428573
tugboat	6	27.833333333333332
vibrator	10	41.4
videocassette	19	47.26315789473684
videotape	28	33.214285714285715
warplane	6	23.166666666666668
warship	9	19.444444444444443
webcam	6	37.0
whaleboat	50	29.42
windmill	6	26.0
woofer	6	33.666666666666664
yacht	17	28.058823529411764
